2023-02-12 15:44:44,347 INFO    Thread-17 (_run_job):14716 [wandb_setup.py:_flush():68] Configure stats pid to 14716
2023-02-12 15:44:44,348 INFO    Thread-17 (_run_job):14716 [wandb_setup.py:_flush():68] Loading settings from C:\Users\GCM\.config\wandb\settings
2023-02-12 15:44:44,348 INFO    Thread-17 (_run_job):14716 [wandb_setup.py:_flush():68] Loading settings from E:\GIT_REPOS\LAB\Beetle_classifier\Train\wandb\settings
2023-02-12 15:44:44,348 INFO    Thread-17 (_run_job):14716 [wandb_setup.py:_flush():68] Loading settings from environment variables: {'_require_service': 'True', 'project': 'mnist_bc', 'entity': 'christopher-marais', 'root_dir': 'E:\\GIT_REPOS\\LAB\\Beetle_classifier\\Train', 'run_id': 'r5uv5n3a', 'sweep_param_path': 'E:\\GIT_REPOS\\LAB\\Beetle_classifier\\Train\\wandb\\sweep-g3ty5a30\\config-r5uv5n3a.yaml', 'sweep_id': 'g3ty5a30'}
2023-02-12 15:44:44,348 INFO    Thread-17 (_run_job):14716 [wandb_setup.py:_flush():68] Inferring run settings from compute environment: {'program': '<python with no main file>'}
2023-02-12 15:44:44,348 INFO    Thread-17 (_run_job):14716 [wandb_init.py:_log_setup():492] Logging user logs to E:\GIT_REPOS\LAB\Beetle_classifier\Train\wandb\run-20230212_154444-r5uv5n3a\logs\debug.log
2023-02-12 15:44:44,348 INFO    Thread-17 (_run_job):14716 [wandb_init.py:_log_setup():493] Logging internal logs to E:\GIT_REPOS\LAB\Beetle_classifier\Train\wandb\run-20230212_154444-r5uv5n3a\logs\debug-internal.log
2023-02-12 15:44:44,348 INFO    Thread-17 (_run_job):14716 [wandb_init.py:_jupyter_setup():438] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x000001824F3CADD0>
2023-02-12 15:44:44,349 INFO    Thread-17 (_run_job):14716 [wandb_init.py:init():532] calling init triggers
2023-02-12 15:44:44,349 INFO    Thread-17 (_run_job):14716 [wandb_init.py:init():538] wandb.init called with sweep_config: {'lr': 0.00010344868771454108}
config: {}
2023-02-12 15:44:44,349 INFO    Thread-17 (_run_job):14716 [wandb_init.py:init():588] starting backend
2023-02-12 15:44:44,349 INFO    Thread-17 (_run_job):14716 [wandb_init.py:init():592] setting up manager
2023-02-12 15:44:44,366 INFO    Thread-17 (_run_job):14716 [backend.py:_multiprocessing_setup():106] multiprocessing start_methods=spawn, using: spawn
2023-02-12 15:44:44,374 INFO    Thread-17 (_run_job):14716 [wandb_init.py:init():599] backend started and connected
2023-02-12 15:44:44,392 INFO    Thread-17 (_run_job):14716 [wandb_run.py:_config_callback():1250] config_cb None None {'lr': 0.00010344868771454108}
2023-02-12 15:44:44,393 INFO    Thread-17 (_run_job):14716 [wandb_run.py:_label_probe_notebook():1203] probe notebook
2023-02-12 15:44:44,393 INFO    Thread-17 (_run_job):14716 [wandb_run.py:_label_probe_notebook():1213] Unable to probe notebook: 'NoneType' object has no attribute 'get'
2023-02-12 15:44:44,393 INFO    Thread-17 (_run_job):14716 [wandb_init.py:init():687] updated telemetry
2023-02-12 15:44:44,436 INFO    Thread-17 (_run_job):14716 [wandb_init.py:init():727] communicating run to backend with 60.0 second timeout
2023-02-12 15:44:44,848 INFO    Thread-17 (_run_job):14716 [wandb_run.py:_on_init():2134] communicating current version
2023-02-12 15:44:45,008 INFO    Thread-17 (_run_job):14716 [wandb_run.py:_on_init():2143] got version response 
2023-02-12 15:44:45,008 INFO    Thread-17 (_run_job):14716 [wandb_init.py:init():775] starting run threads in backend
2023-02-12 15:44:45,209 INFO    Thread-17 (_run_job):14716 [wandb_run.py:_console_start():2114] atexit reg
2023-02-12 15:44:45,209 INFO    Thread-17 (_run_job):14716 [wandb_run.py:_redirect():1969] redirect: SettingsConsole.WRAP_RAW
2023-02-12 15:44:45,209 INFO    Thread-17 (_run_job):14716 [wandb_run.py:_redirect():2034] Wrapping output streams.
2023-02-12 15:44:45,209 INFO    Thread-17 (_run_job):14716 [wandb_run.py:_redirect():2059] Redirects installed.
2023-02-12 15:44:45,210 INFO    Thread-17 (_run_job):14716 [wandb_init.py:init():817] run started, returning control to user process
2023-02-12 15:44:45,478 INFO    Thread-17 (_run_job):14716 [wandb_run.py:_config_callback():1250] config_cb None None {'n_classes': 10, 'acc_task': 'multiclass'}
2023-02-12 15:44:45,604 INFO    Thread-17 (_run_job):14716 [wandb_run.py:_config_callback():1250] config_cb ('_wandb', 'visualize', 'val_conf_mat') {'panel_type': 'Vega2', 'panel_config': {'panelDefId': 'wandb/confusion_matrix/v1', 'fieldSettings': {'Actual': 'Actual', 'Predicted': 'Predicted', 'nPredictions': 'nPredictions'}, 'stringSettings': {'title': ''}, 'transform': {'name': 'tableWithLeafColNames'}, 'userQuery': {'queryFields': [{'name': 'runSets', 'args': [{'name': 'runSets', 'value': '${runSets}'}], 'fields': [{'name': 'id', 'fields': []}, {'name': 'name', 'fields': []}, {'name': '_defaultColorIndex', 'fields': []}, {'name': 'summaryTable', 'args': [{'name': 'tableKey', 'value': 'val_conf_mat_table'}], 'fields': []}]}]}}} None
2023-02-12 15:44:46,402 INFO    Thread-17 (_run_job):14716 [wandb_run.py:_config_callback():1250] config_cb ('_wandb', 'visualize', 'val_conf_mat') {'panel_type': 'Vega2', 'panel_config': {'panelDefId': 'wandb/confusion_matrix/v1', 'fieldSettings': {'Actual': 'Actual', 'Predicted': 'Predicted', 'nPredictions': 'nPredictions'}, 'stringSettings': {'title': ''}, 'transform': {'name': 'tableWithLeafColNames'}, 'userQuery': {'queryFields': [{'name': 'runSets', 'args': [{'name': 'runSets', 'value': '${runSets}'}], 'fields': [{'name': 'id', 'fields': []}, {'name': 'name', 'fields': []}, {'name': '_defaultColorIndex', 'fields': []}, {'name': 'summaryTable', 'args': [{'name': 'tableKey', 'value': 'val_conf_mat_table'}], 'fields': []}]}]}}} None
2023-02-12 15:44:48,720 INFO    Thread-17 (_run_job):14716 [wandb_run.py:_config_callback():1250] config_cb ('_wandb', 'visualize', 'val_conf_mat') {'panel_type': 'Vega2', 'panel_config': {'panelDefId': 'wandb/confusion_matrix/v1', 'fieldSettings': {'Actual': 'Actual', 'Predicted': 'Predicted', 'nPredictions': 'nPredictions'}, 'stringSettings': {'title': ''}, 'transform': {'name': 'tableWithLeafColNames'}, 'userQuery': {'queryFields': [{'name': 'runSets', 'args': [{'name': 'runSets', 'value': '${runSets}'}], 'fields': [{'name': 'id', 'fields': []}, {'name': 'name', 'fields': []}, {'name': '_defaultColorIndex', 'fields': []}, {'name': 'summaryTable', 'args': [{'name': 'tableKey', 'value': 'val_conf_mat_table'}], 'fields': []}]}]}}} None
2023-02-12 15:44:52,026 INFO    Thread-17 (_run_job):14716 [wandb_run.py:_config_callback():1250] config_cb ('_wandb', 'visualize', 'val_conf_mat') {'panel_type': 'Vega2', 'panel_config': {'panelDefId': 'wandb/confusion_matrix/v1', 'fieldSettings': {'Actual': 'Actual', 'Predicted': 'Predicted', 'nPredictions': 'nPredictions'}, 'stringSettings': {'title': ''}, 'transform': {'name': 'tableWithLeafColNames'}, 'userQuery': {'queryFields': [{'name': 'runSets', 'args': [{'name': 'runSets', 'value': '${runSets}'}], 'fields': [{'name': 'id', 'fields': []}, {'name': 'name', 'fields': []}, {'name': '_defaultColorIndex', 'fields': []}, {'name': 'summaryTable', 'args': [{'name': 'tableKey', 'value': 'val_conf_mat_table'}], 'fields': []}]}]}}} None
2023-02-12 15:44:54,658 INFO    Thread-17 (_run_job):14716 [wandb_run.py:_finish():1854] finishing run christopher-marais/mnist_bc/r5uv5n3a
2023-02-12 15:44:54,658 INFO    Thread-17 (_run_job):14716 [jupyter.py:save_history():449] not saving jupyter history
2023-02-12 15:44:54,658 INFO    Thread-17 (_run_job):14716 [jupyter.py:save_ipynb():379] not saving jupyter notebook
2023-02-12 15:44:54,658 INFO    Thread-17 (_run_job):14716 [wandb_init.py:_jupyter_teardown():420] cleaning up jupyter logic
2023-02-12 15:44:54,658 INFO    Thread-17 (_run_job):14716 [wandb_run.py:_atexit_cleanup():2083] got exitcode: 0
2023-02-12 15:44:54,658 INFO    Thread-17 (_run_job):14716 [wandb_run.py:_restore():2066] restore
2023-02-12 15:44:54,659 INFO    Thread-17 (_run_job):14716 [wandb_run.py:_restore():2072] restore done
2023-02-12 15:45:00,072 INFO    Thread-17 (_run_job):14716 [wandb_run.py:_footer_history_summary_info():3442] rendering history
2023-02-12 15:45:00,072 INFO    Thread-17 (_run_job):14716 [wandb_run.py:_footer_history_summary_info():3474] rendering summary
2023-02-12 15:45:00,079 INFO    Thread-17 (_run_job):14716 [wandb_run.py:_footer_sync_info():3398] logging synced files
